"Title","Year","DOI","score","title_dist","new_title","Project","Relation"
"Use of X-ray microcomputed tomography for characterizing earthworm-derived belowground soil aggregates",2020,"10.1111/ejss.12950","65.76162",0,"Use of X‐ray microcomputed tomography for characterizing earthworm‐derived belowground soil aggregates","Landworm","Top5"
"Urban and industrial land uses have a higher soil biological quality than expected from physicochemical quality",2017,"10.1016/j.scitotenv.2017.01.086","71.28256",0,"Urban and industrial land uses have a higher soil biological quality than expected from physicochemical quality","Landworm","Top5"
"Tracking, targeting, and conserving soil biodiversity",2021,"10.1126/science.abd7926","20.75605",0,"Tracking, targeting, and conserving soil biodiversity","Landworm","Top5"
"Towards an integrative understanding of soil biodiversity",2020,"10.1111/brv.12567",NA,0,"Towards an integrative understanding of soil biodiversity.","Landworm","Top5"
"Toward an integrative understanding of soil biodiversity",2020,NA,NA,NA,NA,"Landworm","Top5"
"The contributions of enchytraeids and earthworms to the soil mineralization process in soils with fungicide",2021,"10.1007/s10646-021-02452-z",NA,NA,NA,"Landworm","Top5"
"Soil fauna and structural responses to the settlement of a semi-sedentary earthworm Lumbricus terrestris in an arable clay field",2017,"10.1016/j.soilbio.2017.09.001","89.05465",1,"Soil faunal and structural responses to the settlement of a semi-sedentary earthworm Lumbricus terrestris in an arable clay field","Landworm","Top5"
"Selecting cost effective and policy-relevant biological indicators for European monitoring of soil biodiversity and ecosystem function",2016,"10.1016/j.ecolind.2016.04.023","47.959553",0,"Selecting cost effective and policy-relevant biological indicators for European monitoring of soil biodiversity and ecosystem function","Landworm","Top5"
"Rock-Eval pyrolysis discriminates soil macro-aggregates formed by plants and earthworms",2021,NA,NA,NA,NA,"Landworm","Top5"
"Response of earthworm communities to soil engineering and soil isolation in urban landscapes",2021,"10.1016/j.ecoleng.2021.106307","54.73954",0,"Response of earthworm communities to soil engineering and soil isolation in urban landscapes","Landworm","Top5"
"Residues of currently used pesticides in soils and earthworms: a silent threat?",2021,"10.1016/j.agee.2020.107167","53.32863",0,"Residues of currently used pesticides in soils and earthworms: A silent threat?","Landworm","Top5"
"Relative importance of tree species richness, tree functional type, and microenvironment for soil macrofauna communities in European forests",2021,"10.1007/s00442-021-04931-w","67.43445",0,"Relative importance of tree species richness, tree functional type, and microenvironment for soil macrofauna communities in European forests","Landworm","Top5"
"Relative importance of tree diversity, identity, and microenvironment in shaping soil macroinvertebrates community in European forests",2021,NA,NA,NA,NA,"Landworm","Top5"
"Positive feedback loop between earthworms, humus form and soil pH reinforces earthworm abundance in European forests",2020,"10.1111/1365-2435.13668","82.8805",0,"Positive feedback loop between earthworms, humus form and soil pH reinforces earthworm abundance in European forests","Landworm","Top5"
"Plant identity control on soil food web structure and C transfers under perennial bioenergy plantations",2019,"10.1016/j.soilbio.2019.107603","74.66262",0,"Plant identity control on soil food web structure and C transfers under perennial bioenergy plantations","Landworm","Top5"
"Pioneer plant Phalaris arundinacea and earthworms promote initial soil structure formation despite strong alluvial dynamics in a semi-controlled field experiment",2019,"10.1016/j.catena.2019.04.001","107.143906",0,"Pioneer plant Phalaris arundinacea and earthworms promote initial soil structure formation despite strong alluvial dynamics in a semi-controlled field experiment","Landworm","Top5"
"More frequent droughts slow down litter decomposition across European agroecosystems and increase the importance of earthworm functional diversity",2020,"10.1016/j.apsoil.2020.103628","62.533947",0,"More frequent droughts slow down litter decomposition across European agroecosystems and increase the importance of earthworm functional diversity","Landworm","Top5"
"Modeling of Soil Functions for Assessing Soil Quality: Soil Biodiversity and Habitat Provisioning",2019,"10.3389/fenvs.2019.00113","57.31446",0,"Modeling of Soil Functions for Assessing Soil Quality: Soil Biodiversity and Habitat Provisioning","Landworm","Top5"
"Methods and approaches to advance soil macroecology",2020,"10.1111/geb.13156","18.710041",0,"Methods and approaches to advance soil macroecology","Landworm","Top5"
"Mapping earthworm communities in Europe",2016,"10.1163/22117954-12341345","22.475594",9,"Mapping Shia Muslim Communities in Europe","Landworm","Top5"
"LUCAS Soil, the largest expandable soil dataset for Europe: a review",2018,"10.1111/ejss.12499","48.139908",0,"LUCAS Soil, the largest expandable soil dataset for Europe: a review","Landworm","Top5"
"Litter decomposition driven by soil fauna, plant diversity and soil management in urban gardens",2019,"10.1016/j.scitotenv.2018.12.235","60.749",0,"Litter decomposition driven by soil fauna, plant diversity and soil management in urban gardens","Landworm","Top5"
"Legacy effects of temporary grassland in annual crop rotation on soil ecosystem services",2021,"10.1016/j.scitotenv.2021.146140","32.522358",0,"Legacy effects of temporary grassland in annual crop rotation on soil ecosystem services","Landworm","Top5"
"Land-use effects on local biodiversity in tropical forests vary between continents",2017,"10.1007/s10531-017-1356-2","59.696495",0,"Land-use effects on local biodiversity in tropical forests vary between continents","Landworm","Top5"
"Intraspecific body size variability in soil organisms at a European scale: implications for functional biogeography",2018,"10.1111/1365-2435.13194","62.110252",0,"Intraspecific body size variability in soil organisms at a European scale: Implications for functional biogeography","Landworm","Top5"
"Handbook of protocols for standardized measurement of terrestrial invertebrate functional traits",2017,"10.1111/1365-2435.12776","33.964775",0,"Handbook of protocols for standardized measurement of terrestrial invertebrate functional traits","Landworm","Top5"
"Global data on earthworm abundance, biomass, diversity and corresponding environmental properties",2021,"10.1038/s41597-021-00912-z",NA,0,"Global data on earthworm abundance, biomass, diversity and corresponding environmental properties.","Landworm","Top5"
"Forest conversion to conifers induces a regime shift in soil process domain affecting carbon stability",2019,"10.1016/j.soilbio.2019.107540","77.2651",0,"Forest conversion to conifers induces a regime shift in soil process domain affecting carbon stability","Landworm","Top5"
"Enchytraeids as bioindicators of land use and management. In Humusica, a manual of humus forms",2018,NA,NA,NA,NA,"Landworm","Top5"
"Effects of temporary grassland introduction into annual crop rotations and nitrogen fertilisation on earthworm communities and forage production",2021,"10.1016/j.apsoil.2021.103893","83.41096",0,"Effects of temporary grassland introduction into annual crop rotations and nitrogen fertilisation on earthworm communities and forage production","Landworm","Top5"
"Effects of silver nanoparticle on survival, biomass change and avoidance behaviour of the endogeic earthworm Allolobophora chlorotica",2017,"10.1016/j.ecoenv.2017.03.015","90.60924",1,"Effects of silver nanoparticles on survival, biomass change and avoidance behaviour of the endogeic earthworm Allolobophora chlorotica","Landworm","Top5"
"Earthworm dispersal of plant litter across the surface of agricultural soils",2019,"10.1002/ecy.2669","56.654823",0,"Earthworm dispersal of plant litter across the surface of agricultural soils","Landworm","Top5"
"Earthworm community development in soils of a reclaimed steelworks",2021,"10.1016/s1002-0160(20)60087-x","55.345673",0,"Earthworm community development in soils of a reclaimed steelworks","Landworm","Top5"
"Contrasting effects of cover crops on earthworms: Results from field monitoring and laboratory experiments on growth, reproduction and food choice",2020,"10.1016/j.ejsobi.2020.103225","73.16055",0,"Contrasting effects of cover crops on earthworms: Results from field monitoring and laboratory experiments on growth, reproduction and food choice","Landworm","Top5"
"Cascading effects of moth outbreaks on subarctic soil food webs",2021,"10.1038/s41598-021-94227-z","51.10987",0,"Cascading effects of moth outbreaks on subarctic soil food webs","Landworm","Top5"
"Aporrectodea caliginosa s.s, a relevant earthworm species for a posteriori pesticide risk assessment: Current knowledge and recommendations for culture and experimental design",2018,"10.1007/s11356-018-2579-9","85.46424",4,"Aporrectodea caliginosa, a relevant earthworm species for a posteriori pesticide risk assessment: current knowledge and recommendations for culture and experimental design","Landworm","Top5"
"Analysis of complex trophic networks reveals the signature of land-use intensification on soil communities in agroecosystems",2021,"10.1038/s41598-021-97300-9",NA,0,"Analysis of complex trophic networks reveals the signature of land-use intensification on soil communities in agroecosystems.","Landworm","Top5"
"Above‐and belowground complementarity rather than selection drives tree diversity‐productivity relationships in European forests",2021,"10.1111/1365-2435.13825",NA,NA,NA,"Landworm","Top5"
"A two years field experiment to assess the impact of two fungicides on earthworm communities and their recovery.",2020,"10.1016/j.ecoenv.2020.110979","49.031067",0,"A two years field experiment to assess the impact of two fungicides on earthworm communities and their recovery","Landworm","Top5"
"A knowledge-based approach to estimating the magnitude and spatial patterns of potential threats to soil biodiversity",2016,"10.1016/j.scitotenv.2015.12.092","57.29692",0,"A knowledge-based approach to estimating the magnitude and spatial patterns of potential threats to soil biodiversity","Landworm","Top5"
"A “Dirty” Footprint: Macroinvertebrate diversity in Amazonian anthropogenic soils",2021,NA,NA,NA,NA,"Landworm","Top5"
"The Temporal Dynamics of Multiple Stressor Effects: From Individuals to Ecosystems",2021,"10.1016/j.tree.2021.01.005",NA,NA,NA,"Landworm","Proposal"
"The return of the variance: intraspecific variability in community ecology",2012,"10.1016/j.tree.2011.11.014",NA,NA,NA,"Landworm","Proposal"
"The efficiency of earthworm extraction methods is determined by species and soil properties in the Mediterranean communities of Central-Western Spain",2016,"10.1016/j.ejsobi.2016.01.005","69.21581",0,"The efficiency of earthworm extraction methods is determined by species and soil properties in the Mediterranean communities of Central-Western Spain","Landworm","Proposal"
"The effects of organic agriculture on biodiversity and abundance: a meta-analysis",2005,"10.1111/j.1365-2664.2005.01005.x",NA,NA,NA,"Landworm","Proposal"
"The Accuracy of Citizen Science Data: A Quantitative Review",2017,"10.1002/bes2.1336","26.406181",0,"The Accuracy of Citizen Science Data: A Quantitative Review","Landworm","Proposal"
"Statistical solutions for error and bias in global citizen science datasets",2014,"10.1016/j.biocon.2013.07.037",NA,NA,NA,"Landworm","Proposal"
"State of knowledge of soil biodiversity - Status, challenges and potentialities",2020,"10.4060/cb1928en",NA,NA,NA,"Landworm","Proposal"
"Selecting cost effective and policy-relevant biological indicators for European monitoring of soil biodiversity and ecosystem function",2016,"10.1016/j.ecolind.2016.04.023",NA,NA,NA,"Landworm","Proposal"
"Priorities for research in soil ecology",2017,"10.1016/j.pedobi.2017.05.003",NA,0,"Priorities for research in soil ecology.","Landworm","Proposal"
"Predicting soil micro-variables and the distribution of an endogeic earthworm species through a model based on large-scale variables ",2015,"10.1016/j.soilbio.2014.10.023",NA,NA,NA,"Landworm","Proposal"
"Predation on earthworms by terrestrial vertebrates",1983,"10.1007/978-94-009-5965-1_35","46.440594",0,"Predation on earthworms by terrestrial vertebrates","Landworm","Proposal"
"Plant functional traits capture species richness variations along a flooding gradient",2011,"10.1111/j.1600-0706.2010.18525.x",NA,NA,NA,"Landworm","Proposal"
"Phylogenetic grouping, curvature and metabolic scaling in terrestrial invertebrates",2011,"10.1111/j.1461-0248.2011.01660.x",NA,NA,NA,"Landworm","Proposal"
"Pesticides and earthworms. A review",2014,"10.1007/s13593-013-0151-z",NA,NA,NA,"Landworm","Proposal"
"Multiple elements of soil biodiversity drive ecosystem functions across biomes",2020,"10.1038/s41559-019-1084-y",NA,0,"Multiple elements of soil biodiversity drive ecosystem functions across biomes.","Landworm","Proposal"
"More frequent droughts slow down litter decomposition across European agroecosystems and increase the importance of earthworm functional diversity",2020,"10.1016/j.apsoil.2020.103628",NA,NA,NA,"Landworm","Proposal"
"Mapping and predictive variations of soil bacterial richness across France",2017,"10.1371/journal.pone.0186766",NA,NA,NA,"Landworm","Proposal"
"Intraspecific trait variation in plants: a renewed focus on its role in ecological processes",2021,"10.1093/aob/mcab011",NA,NA,NA,"Landworm","Proposal"
"Intraspecific body size variability in soil organisms at a European scale: Implications for functional biogeography",2018,"10.1111/1365-2435.13194",NA,NA,NA,"Landworm","Proposal"
"Integration of biodiversity in soil quality monitoring: Baselines for microbial and soil fauna parameters for different land-use types",2012,"10.1016/j.ejsobi.2011.11.003","72.28323",0,"Integration of biodiversity in soil quality monitoring: Baselines for microbial and soil fauna parameters for different land-use types","Landworm","Proposal"
"Indicators for monitoring soil biodiversity",2009,"10.1897/IEAM-2009-064.1",NA,NA,NA,"Landworm","Proposal"
"Improving occurrence-based rarity metrics in conservation studies by including multiple rarity cut-off points",2012,"10.1111/j.1752-4598.2011.00148.x",NA,NA,NA,"Landworm","Proposal"
"Global soil biodiversity atlas",2016,"10.5860/choice.52-0264","22.380894",9,"Global Freshwater Biodiversity Atlas","Landworm","Proposal"
"Global distribution of earthworm diversity",2019,"10.1126/science.aax4851",NA,NA,NA,"Landworm","Proposal"
"Glaciation as an historical filter of below-ground biodiversity",2014,"10.1111/jbi.12284","42.246307",0,"Glaciation as an historical filter of below‐ground biodiversity","Landworm","Proposal"
"Generalist plants are more competitive and more functionally similar to each other than specialist plants: insights from network analyses",2020,"10.1111/jbi.13848",NA,NA,NA,"Landworm","Proposal"
"Functional Rarity: The Ecology of Outliers",2017,"10.1016/j.tree.2017.02.002",NA,NA,NA,"Landworm","Proposal"
"Extraction of earthworm from soil by different sampling methods: a review",2016,"10.1007/s10668-015-9703-5",NA,NA,NA,"Landworm","Proposal"
"Environmental controls on the causes and functional consequences of tree species diversity",2018,"10.1111/1365-2745.12851","46.46686",0,"Environmental controls on the causes and functional consequences of tree species diversity","Landworm","Proposal"
"EGrowth: A global database on intraspecific body growth variability in earthworm",2018,"10.1016/j.soilbio.2018.04.004","69.11258",0,"EGrowth: A global database on intraspecific body growth variability in earthworm","Landworm","Proposal"
"Effects of temporary grassland introduction into annual crop rotations and nitrogen fertilisation on earthworm communities and forage production",2021,"10.1016/j.apsoil.2021.103893",NA,NA,NA,"Landworm","Proposal"
"Earthworm indicators as tools for soil monitoring, characterization and risk assessment. An example from the national Bioindicator programme (France)",2011,"10.1016/j.pedobi.2011.09.015",NA,NA,NA,"Landworm","Proposal"
"Dynamics of earthworm taxonomic and functional diversity in ploughed and no-tilled cropping systems",2016,"10.1016/j.still.2015.07.016","62.79616",0,"Dynamics of earthworm taxonomic and functional diversity in ploughed and no-tilled cropping systems","Landworm","Proposal"
"Data Validation Infrastructure for R",2021,"10.18637/jss.v097.i10",NA,NA,NA,"Landworm","Proposal"
"Cross-validation strategies for data with temporal, spatial, hierarchical, or phylogenetic structure",2017,"10.1111/ecog.02881",NA,NA,NA,"Landworm","Proposal"
"Conventional tillage decreases the abundance and biomass of earthworms and alters their community structure in a global meta-analysis",2017,"10.1111/gcb.13744","76.91383",0,"Conventional tillage decreases the abundance and biomass of earthworms and alters their community structure in a global meta‐analysis","Landworm","Proposal"
"Consistency of species ranking based on functional leaf traits",2001,"10.1046/j.0028-646x.2001.00239.x",NA,NA,NA,"Landworm","Proposal"
"Comparison of two widely used sampling methods in assessing earthworm community responses to agricultural intensification",2017,"10.1016/j.apsoil.2017.06.011","75.2575",0,"Comparison of two widely used sampling methods in assessing earthworm community responses to agricultural intensification","Landworm","Proposal"
"Climate change effects on earthworms - a review",2019,"10.25674/so91iss3pp114",NA,NA,NA,"Landworm","Proposal"
"Citizen science involving farmers as a means to document temporal trends in farmland biodiversity and relate them to agricultural practices",2021,"10.1111/1365-2664.13746",NA,NA,NA,"Landworm","Proposal"
"cati: an R package using functional traits to detect and quantify multi-level community assembly processes",2016,"10.1111/ecog.01433",NA,NA,NA,"Landworm","Proposal"
"Blind spots in global soil biodiversity and ecosystem function research",2020,"10.1038/s41467-020-17688-2",NA,NA,NA,"Landworm","Proposal"
"Biogeography of soil bacteria and archaea across France",2018,"10.1126/sciadv.aat1808",NA,NA,NA,"Landworm","Proposal"
"Biodiversity in cities needs space: a meta-analysis of factors determining intra-urban biodiversity variation",2015,"10.1111/ele.12427",NA,NA,NA,"Landworm","Proposal"
"Belowground biodiversity and ecosystem functioning",2014,"10.1038/nature13855",NA,NA,NA,"Landworm","Proposal"
"Assessing data quality in citizen science",2016,"10.1002/fee.1436",NA,NA,NA,"Landworm","Proposal"
"Assembly rules within earthworm communities in North-Western France - A regional analysis",2008,"10.1016/j.apsoil.2008.01.007","62.181576",0,"Assembly rules within earthworm communities in North-Western France—A regional analysis","Landworm","Proposal"
"Are trait-based species rankings consistent across data sets and spatial scales?",2014,"10.1111/jvs.12066",NA,NA,NA,"Landworm","Proposal"
"Analyse critique des connaissances sur les prédateurs de lombriciens",1988,NA,NA,NA,NA,"Landworm","Proposal"
"An index for assessing the rare species of a community",2021,"10.1016/j.ecolind.2021.107424",NA,NA,NA,"Landworm","Proposal"
"Altitudinal gradient affect abundance, diversity and metabolic footprint of soil nematodes in Banihal-Pass of Pir-Panjal mountain range",2021,"10.1038/s41598-021-95651-x","107.49881",0,"Altitudinal gradient affect abundance, diversity and metabolic footprint of soil nematodes in Banihal-Pass of Pir-Panjal mountain range","Landworm","Proposal"
"A unifying framework for studying and managing climate-driven rates of ecological change",2021,"10.1038/s41559-020-01344-5",NA,NA,NA,"Landworm","Proposal"
"A review of earthworm impact on soil function and ecosystem services: Earthworm impact on ecosystem services",2013,NA,NA,NA,NA,"Landworm","Proposal"
"A real-world implementation of a nationwide, long-term monitoring program to assess the impact of agrochemicals and agricultural practices on biodiversity",2021,"10.1002/ece3.6459",NA,NA,NA,"Landworm","Proposal"
"A null-model analysis of the spatio-temporal distribution of earthworm species assemblages in Colombian grasslands",2009,"10.1017/S0266467409006075",NA,NA,NA,"Landworm","Proposal"
"A family of null models to distinguish between environmental filtering and biotic interactions in functional diversity patterns",2013,"10.1111/jvs.12031",NA,NA,NA,"Landworm","Proposal"
"Tackling climate change impacts on biodiversity towards integrative conservation in Atlantic landscapes",2022,"10.1016/j.gecco.2022.e02216","56.03008",0,"Tackling climate change impacts on biodiversity towards integrative conservation in Atlantic landscapes","Landbio","Top5"
"Satellite multispectral unmixing with UAV data for a fuzzy classification of plant communities of wet grasslands - Application to the regional preserve of the Sougeal marsh (France)",2020,NA,NA,NA,NA,"Landbio","Top5"
"Past landscape structure drives the functional assemblages of plants and birds",2021,"10.1038/s41598-021-82851-8","58.425495",0,"Past landscape structure drives the functional assemblages of plants and birds","Landbio","Top5"
"Mapping potential, Existing and Efficient Wetlands using free remote sensing data",2019,"10.1016/j.jenvman.2019.06.098","47.9056",0,"Mapping potential, existing and efficient wetlands using free remote sensing data","Landbio","Top5"
"Landscape structure influences grassland productivity through plant functional diversity",2023,"10.1016/j.agee.2023.108650",NA,NA,NA,"Landbio","Top5"
"Investigating the effect of habitat amount and landscape heterogeneity on the gamma functional diversity of grassland and hedgerow plants",2022,"10.1111/1365-2745.13911","74.70379",0,"Investigating the effect of habitat amount and landscape heterogeneity on the gamma functional diversity of grassland and hedgerow plants","Landbio","Top5"
"How to assess the temporal dynamics of landscape connectivity in ever-changing landscapes : a litterature review",2021,"10.1007/s10980-021-01277-9","62.54428",1,"How to assess the temporal dynamics of landscape connectivity in ever-changing landscapes: a literature review","Landbio","Top5"
"Additive effects of ecological corridor types drive plant assembly",2019,NA,NA,NA,NA,"Landbio","Top5"
"Validation of copernicus sentinel-2 cloud masks obtained from maja, sen2cor, and fmask processors using reference cloud masks generated with a supervised active learning procedure",2019,"10.3390/rs11040433","156.89352",0,"Validation of Copernicus Sentinel-2 Cloud Masks Obtained from MAJA, Sen2Cor, and FMask Processors Using Reference Cloud Masks Generated with a Supervised Active Learning Procedure","Landbio","Proposal"
"Trait-specific effects of habitat isolation on carabid species richness and community composition in managed grasslands: Effects of habitat isolation on carabid beetles",2012,NA,NA,NA,NA,"Landbio","Proposal"
"Time-lag in biological responses to landscape changes in a highly dynamic Atlantic forest region",2009,"10.1016/j.biocon.2009.01.033","61.33132",0,"Time-lag in biological responses to landscape changes in a highly dynamic Atlantic forest region","Landbio","Proposal"
"The role of landscape composition and heterogeneity on the taxonomical and functional diversity of Mediterranean plant communities in agricultural landscapes",2020,"10.1371/journal.pone.0238222","57.991993",0,"The role of landscape composition and heterogeneity on the taxonomical and functional diversity of Mediterranean plant communities in agricultural landscapes","Landbio","Proposal"
"The interplay of landscape composition and configuration: new pathways to manage functional biodiversity and agroecosystem services across Europe",2019,"10.1111/ele.13265","32.23549",0,"The interplay of landscape composition and configuration: new pathways to manage functional biodiversity and agroecosystem services across Europe","Landbio","Proposal"
"Temporal Lag in Ecological Responses to Landscape Change: Where Are We Now?",2019,"10.1007/s40823-019-00040-w","61.532543",0,"Temporal Lag in Ecological Responses to Landscape Change: Where Are We Now?","Landbio","Proposal"
"Social, aesthetic and ecological aspects of hedgerows in rural landscapes as a framework for greenways",1995,"10.1016/0169-2046(94)02026-c","68.14403",0,"Social, aesthetic and ecological aspects of hedgerows in rural landscapes as a framework for greenways","Landbio","Proposal"
"Past Landscape Structure Drives the Functional Assemblages of Plants and Birds",2021,"10.1038/s41598-021-82851-8","58.425537",0,"Past landscape structure drives the functional assemblages of plants and birds","Landbio","Proposal"
"Non linear thresholds in the effects of island area on functional diversity in woody plant communities",2021,"10.1111/1365-2745.13632","35.824886",1,"Nonlinear thresholds in the effects of island area on functional diversity in woody plant communities","Landbio","Proposal"
"Monitoring and modelling landscape dynamics",2010,"10.1007/s10980-009-9417-x","28.662674",0,"Monitoring and modelling landscape dynamics","Landbio","Proposal"
"Long-duration, false-colour spectrograms for detecting species in large audio data-sets",2018,"10.22261/jea.iuswui","72.27339",0,"Long-duration, false-colour spectrograms for detecting species in large audio data-sets","Landbio","Proposal"
"Landscape moderation of biodiversity patterns and processes - eight hypotheses",2012,"10.1111/j.1469-185x.2011.00216.x","31.980125",0,"Landscape moderation of biodiversity patterns and processes ‐ eight hypotheses","Landbio","Proposal"
"Landscape context but not management strategies affects the diversity of native and exotic semi-natural vegetation in Mediterranean agroecosystems of Central Chile",2021,"10.1016/j.biocon.2021.108976","88.04007",0,"Landscape context but not management strategies affects the diversity of native and exotic semi-natural vegetation in Mediterranean agroecosystems of Central Chile","Landbio","Proposal"
"Land-use history impacts functional diversity across multiple trophic groups",2020,"10.1073/pnas.1910023117",NA,0,"Land-use history impacts functional diversity across multiple trophic groups.","Landbio","Proposal"
"La mise en place de nos bocages en Europe et leur déclin",1994,"10.4267/2042/26606","93.92065",0,"La mise en place de nos bocages en europe et leur déclin","Landbio","Proposal"
"Interacting effects of farming practice and landscape context on bumble bees",2008,"10.1016/j.biocon.2007.10.011","60.522205",0,"Interacting effects of farming practice and landscape context on bumble bees","Landbio","Proposal"
"Historical landscape connectivity affects present plant species diversity",2004,"10.1890/04-0367","56.866276",0,"HISTORICAL LANDSCAPE CONNECTIVITY AFFECTS PRESENT PLANT SPECIES DIVERSITY","Landbio","Proposal"
"Heterogeneity–diversity relationships in sessile organisms: a unified framework",2020,"10.1111/ele.13418","47.84364",0,"Heterogeneity–diversity relationships in sessile organisms: a unified framework","Landbio","Proposal"
"Guidelines for the use of acoustic indices in environmental research",2019,"10.1111/2041-210x.13254","27.898478",0,"Guidelines for the use of acoustic indices in environmental research","Landbio","Proposal"
"Functional landscape heterogeneity and animal biodiversity in agricultural landscapes: Heterogeneity and biodiversity",2011,NA,NA,NA,NA,"Landbio","Proposal"
"Extinction debt for plants and flower-visiting insects in landscapes with contrasting land use history",2014,"10.1111/ddi.12187","72.43154",0,"Extinction debt for plants and flower‐visiting insects in landscapes with contrasting land use history","Landbio","Proposal"
"Evidence for a direct negative effect of habitat fragmentation on forest herb functional diversity",2014,"10.1007/s10980-014-0022-2","64.315605",0,"Evidence for a direct negative effect of habitat fragmentation on forest herb functional diversity","Landbio","Proposal"
"Effects of landscape dynamics on the metapopulation of a ground beetle (Coleoptera, Carabidae) in a hedgerow network",1998,"10.1016/s0167-8809(98)00111-x","75.00525",0,"Effects of landscape dynamics on the metapopulation of a ground beetle (Coleoptera, Carabidae) in a hedgerow network","Landbio","Proposal"
"Effects of increasing landscape heterogeneity on local plant species richness: How much is enough?",2014,"10.1007/s10980-014-0027-x","74.30822",0,"Effects of increasing landscape heterogeneity on local plant species richness: how much is enough?","Landbio","Proposal"
"Ecoacoustics: The Ecological Investigation and Interpretation of Environmental Sound",2015,"10.1007/s12304-015-9248-x","47.733337",0,"Ecoacoustics: the Ecological Investigation and Interpretation of Environmental Sound","Landbio","Proposal"
"Comparative biodiversity along a gradient of agricultural landscapes",1998,"10.1016/s1146-609x(98)80007-6","34.43224",0,"Comparative biodiversity along a gradient of agricultural landscapes","Landbio","Proposal"
"Combining narratives and modelling approaches to simulate fine scale and long-term urban growth scenarios for climate adaptation",2016,"10.1016/j.envsoft.2016.09.010","75.71058",0,"Combining narratives and modelling approaches to simulate fine scale and long-term urban growth scenarios for climate adaptation","Landbio","Proposal"
"Colonization credit of post-agricultural forest patches in NE Germany remains 130–230 years after reforestation",2015,"10.1016/j.biocon.2014.12.002","84.425644",1,"Colonization credit of post-agricultural forest patches in NE Germany remains 130–230years after reforestation","Landbio","Proposal"
"Turquoise infrastructure: Assessing the impacts of global change on multi-habitat connectivity from a landscape management perspective",2024,"10.1016/j.landurbplan.2024.105016",NA,NA,NA,"Interface","Output"
"Multiple habitat graphs: how connectivity brings forth landscape ecological processes",2024,"10.1007/s10980-024-01947-4",NA,NA,NA,"Interface","Output"
"From single to multiple habitat connectivity: The key role of composite ecological networks for amphibian conservation and habitat restoration",2024,"10.1016/j.biocon.2023.110418",NA,NA,NA,"Interface","Output"
"Analyser la connectivité de la trame turquoise: définition, caractérisation et enjeux opérationnels",2023,"10.20870/Revue-SET.2023.43.7642",NA,NA,NA,"Interface","Output"
"Recent Asian origin of chytrid fungi causing global amphibian declines",2018,"10.1126/science.aar1965",NA,0,"Recent Asian origin of chytrid fungi causing global amphibian declines.","Interface","Top5"
"Next-generation monitoring of aquatic biodiversity based on environmental DNA metabarcoding",2016,NA,NA,NA,NA,"Interface","Top5"
"Integrating regional-scale connectivity in habitat restoration: An application for amphibian conservation in eastern France",2015,"10.1016/j.jnc.2014.07.001",NA,NA,NA,"Interface","Top5"
"Does habitat unpredictability promote the evolution of a colonizer syndrome in amphibian metapopulations?",2016,"10.1002/ecy.1489","45.953056",0,"Does habitat unpredictability promote the evolution of a colonizer syndrome in amphibian metapopulations?","Interface","Top5"
"Coupling landscape graph modelling and biological data: A review",2020,"10.1007/s10980-020-00998-7",NA,NA,NA,"Interface","Top5"
"Connectivity of local amphibian populations: modeling the migratory capacity of radio-tracked natterjack toads",2012,"10.1111/j.1469-1795.2012.00527.x","76.97944",1,"Connectivity of local amphibian populations: modelling the migratory capacity of radio‐tracked natterjack toads","Interface","Top5"
"Comparison of landscape graph modelling methods for analysing pond network connectivity",2021,"10.1007/s10980-020-01164-9",NA,NA,NA,"Interface","Top5"
"Combining spatial modeling tools and biological data for improved multispecies assessment in restoration areas",2020,"10.1016/j.biocon.2020.108713",NA,NA,NA,"Interface","Top5"
"Apports de la modélisation spatiale pour la gestion de la trame verte et bleue",2019,"10.4000/cybergeo.32333",NA,NA,NA,"Interface","Top5"
"Acoustic enrichment in wildlife passages under railways improves their use by amphibians",2020,"10.1016/j.gecco.2020.e01252","60.894665",0,"Acoustic enrichment in wildlife passages under railways improves their use by amphibians","Interface","Top5"
"The multilayer nature of ecological networks",2017,"10.1038/s41559-017-0101","28.19182",0,"The multilayer nature of ecological networks","Interface","Proposal"
"Selecting surrogate species for connectivity conservation",2018,"10.1016/j.biocon.2018.09.028","40.260094",0,"Selecting surrogate species for connectivity conservation","Interface","Proposal"
"Making graph theory operational for landscape ecological assessments, planning, and design",2010,"10.1016/j.landurbplan.2010.01.002","61.624367",0,"Making graph theory operational for landscape ecological assessments, planning, and design","Interface","Proposal"
"Connectivity for conservation: a framework to classify network measures",2011,"10.1890/09-2190.1","43.88777",0,"Connectivity for conservation: a framework to classify network measures","Interface","Proposal"
"A software tool dedicated to the modelling of landscape networks",2012,"10.1016/j.envsoft.2012.07.002","45.744724",0,"A software tool dedicated to the modelling of landscape networks","Interface","Proposal"
"A multi-species approach for assessing the impact of land-cover changes on landscape connectivity",2017,"10.1007/s10980-017-0551-6","58.1294",0,"A multi-species approach for assessing the impact of land-cover changes on landscape connectivity","Interface","Proposal"
"The evolutionary interplay between adaptation and self-fertilization",2017,"10.1016/j.tig.2017.04.002","31.402939",0,"The Evolutionary Interplay between Adaptation and Self-Fertilization","Indicators","Top5"
"Pulled Diversification Rates, Lineages-Through-Time Plots and Modern Macroevolutionary Modelling",2022,NA,NA,NA,NA,"Indicators","Top5"
